count,datasourceId,variable,field,runId,value
str,slapenrich,evidenceFieldNotNullCountByDatasource,score,21.02,
str,slapenrich,evidenceFieldNotNullCountByDatasource,sourceId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,targetId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,variantId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,drugId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,publicationYear,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,targetModulation,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,resourceScore,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,urls_niceName,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,urls_url,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,cohortShortName,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,pathwayId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,literature,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,oddsRatio,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,confidence,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,pValueExponent,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,textMiningSentences_section,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,textMiningSentences_text,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,cohortId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,reactionId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,datatypeId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,confidenceIntervalLower,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,contrast,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,studyOverview,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,confidenceIntervalUpper,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,targetInModel,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,pathwayName,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,cohortDescription,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,variantRsId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,studyCases,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,diseaseId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,studyId,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,studySampleSize,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,targetSymbol,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,targetName,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,diseaseLabel,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,id,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,score,21.02,
str,expression_atlas,evidenceFieldNotNullCountByDatasource,sourceId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,targetId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,variantId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,drugId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,publicationYear,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,targetModulation,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,resourceScore,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,urls_niceName,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,urls_url,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,cohortShortName,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,pathwayId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,literature,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,oddsRatio,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,confidence,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,pValueExponent,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,textMiningSentences_section,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,textMiningSentences_text,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,cohortId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,reactionId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,datatypeId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,confidenceIntervalLower,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,contrast,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,studyOverview,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,confidenceIntervalUpper,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,targetInModel,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,pathwayName,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,cohortDescription,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,variantRsId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,studyCases,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,diseaseId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,studyId,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,studySampleSize,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,targetSymbol,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,targetName,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,diseaseLabel,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,id,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,score,21.02,
str,intogen,evidenceFieldNotNullCountByDatasource,sourceId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,targetId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,variantId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,drugId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,publicationYear,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,targetModulation,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,resourceScore,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,urls_niceName,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,urls_url,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,cohortShortName,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,pathwayId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,literature,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,oddsRatio,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,confidence,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,pValueExponent,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,textMiningSentences_section,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,textMiningSentences_text,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,cohortId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,reactionId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,datatypeId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,confidenceIntervalLower,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,contrast,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,studyOverview,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,confidenceIntervalUpper,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,targetInModel,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,pathwayName,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,cohortDescription,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,variantRsId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,studyCases,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,diseaseId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,studyId,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,studySampleSize,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,targetSymbol,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,targetName,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,diseaseLabel,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,id,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,score,21.02,
str,reactome,evidenceFieldNotNullCountByDatasource,sourceId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,targetId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,variantId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,drugId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,publicationYear,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,targetModulation,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,resourceScore,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,urls_niceName,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,urls_url,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,cohortShortName,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,pathwayId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,literature,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,oddsRatio,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,confidence,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,pValueExponent,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,textMiningSentences_section,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,textMiningSentences_text,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,cohortId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,reactionId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,datatypeId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,confidenceIntervalLower,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,contrast,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,studyOverview,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,confidenceIntervalUpper,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,targetInModel,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,pathwayName,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,cohortDescription,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,variantRsId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,studyCases,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,diseaseId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,studyId,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,studySampleSize,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,targetSymbol,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,targetName,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,diseaseLabel,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,id,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,score,21.02,
str,sysbio,evidenceFieldNotNullCountByDatasource,sourceId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,targetId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,variantId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,drugId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,publicationYear,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,targetModulation,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,resourceScore,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,urls_niceName,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,urls_url,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,cohortShortName,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,pathwayId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,literature,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,oddsRatio,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,confidence,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,pValueExponent,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,textMiningSentences_section,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,textMiningSentences_text,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,cohortId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,reactionId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,datatypeId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,confidenceIntervalLower,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,contrast,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,studyOverview,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,confidenceIntervalUpper,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,targetInModel,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,pathwayName,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,cohortDescription,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,variantRsId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,studyCases,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,diseaseId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,studyId,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,studySampleSize,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,targetSymbol,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,targetName,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,diseaseLabel,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,id,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,score,21.02,
str,phenodigm,evidenceFieldNotNullCountByDatasource,sourceId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,targetId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,variantId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.02,
